pmid,decision,layer,reason,citation_chase,language_exclude
1007722,exclude,none,non-eligible language,no,yes
29583960,maybe,L3,milk-borne typhoid outbreak,no,no
33773671,exclude,none,Salmonella food-chain genomics; non-typhoidal,no,no
15764195,exclude,none,mixed diarrhoea case report; paratyphi incidental,no,no
1228388,maybe,L3,typhoid outbreak Sungai Padang,no,no
24340898,exclude,none,non-eligible language,no,yes
19460671,exclude,none,typhoid survival cohort history,no,no
3876635,exclude,none,typhoid management review,no,no
39193405,exclude,none,Salmonella endocarditis case report,no,no
34068402,exclude,none,scrub typhus seroprevalence; typhoid incidental,no,no
3492304,exclude,none,diarrhoeal disease surveillance; title only,no,no
10399702,exclude,none,pleuropulmonary salmonellosis review,no,no
36937629,exclude,none,dengue/typhus/typhoid co-infection case report,no,no
19868655,exclude,none,mouse typhoid outbreak vaccination; animal,no,no
6554758,exclude,none,typhoid outbreak nursing article,no,no
640354,exclude,none,Widal test specificity letter; out of scope,no,no
4258571,maybe,L3,typhoid outbreak Malacca aetiology,no,no
18014709,maybe,L3,typhoid outbreak Grand Rapids,no,no
32408663,exclude,none,tularaemia epidemiology; typhoid form,no,no
8801370,exclude,none,typhoid incidence time-series Spain,no,no
25778504,exclude,none,scrub/murine typhus AUF excluding typhoid,no,no
18011266,maybe,L3,typhoid outbreak infected ice,no,no
25161668,exclude,none,acalculous cholecystitis Typhi case report,no,no
2068737,exclude,none,hydrocortisone typhoid treatment trial,no,no
16179694,exclude,none,typhoid outbreak news item,no,no
8460746,exclude,none,typhoid outbreak management news item,no,no
18747231,maybe,L3,typhoid outbreak traced to pastries,no,no
19599835,maybe,L3,two typhoid outbreaks Boston,no,no
4671581,exclude,none,non-eligible language,no,yes
4994505,exclude,none,non-eligible language,no,yes
5906628,maybe,L3,paediatric aspects Aberdeen typhoid outbreak,no,no
