pmid,decision,layer,reason,citation_chase,language_exclude
2702777,exclude,none,cellular immunity assay; not disease diagnosis,no,no
2345018,exclude,none,immune responses after vaccination; immunology,no,no
41573761,include,L3,typhoid outbreak; cases detected and culture-confirmed,no,no
29184606,exclude,none,knowledge attitude practice; hygiene sanitation only,no,no
16476168,exclude,none,antibiogram and seasonality; AMR only,no,no
4095599,exclude,none,vaccine antibody responses; immunogenicity only,no,no
38081842,exclude,none,mathematical fuzzy model; no diagnostic content,no,no
31447308,exclude,none,humanized-mouse genomics; virulence not human diagnosis,no,no
3307243,exclude,none,non-eligible language,no,yes
16274504,exclude,none,confirmed case series; hepatitis feature and typing,no,no
2412272,exclude,none,narrative review; control strategies,no,no
37427642,exclude,none,single case report; no denominator,no,no
35818097,exclude,none,single case report; no denominator,no,no
31551082,exclude,none,single case report; no denominator,no,no
10722125,exclude,none,AMR surveillance of isolates; no positivity denominator,no,no
31958059,exclude,none,typhoid toxin secretion; molecular biology,no,no
6389350,exclude,none,recombinant vaccine construction; molecular biology,no,no
1988518,exclude,none,vaccine humoral response; immunogenicity only,no,no
24448337,exclude,none,narrative review; asthma trigger,no,no
5926506,exclude,none,non-eligible language,no,yes
39414800,exclude,none,genomics of blaTEM resistance genes,no,no
26566275,exclude,none,meta-analysis of typhoid diagnostic accuracy; chase refs,yes,no
1641594,exclude,none,antibiotic therapy study; no diagnostic counts,no,no
21303511,include,L1,Widal test accuracy; sensitivity and specificity reported,no,no
21997942,exclude,none,relapse risk factors; no diagnostic accuracy,no,no
6132187,exclude,none,outbreak data for pathogenesis and host genetics,no,no
20511368,exclude,none,SNP assay for fluoroquinolone resistance mutations,no,no
19741294,exclude,none,anti-Vi antibody response; immunology not diagnosis,no,no
3001134,exclude,none,DNA probe development; molecular biology,no,no
377856,exclude,none,non-eligible language,no,yes
41156578,exclude,none,whole-genome sequencing; drug-resistance genes,no,no
39606745,exclude,none,carrier gallstone genomics; carrier special population,no,no
21914415,exclude,none,single case report; no denominator,no,no
38913735,maybe,L3,surveillance cohort; culture-confirmed typhoid incidence and clustering,no,no
26381602,exclude,none,nanoparticle PCR strain typing; molecular biology,no,no
1609547,exclude,none,phase 1 vaccine; immunogenicity only,no,no
26414023,exclude,none,impedance biosensor development; analytical detection,no,no
462071,exclude,none,non-eligible language,no,yes
14960797,exclude,none,AMR chloramphenicol susceptibility of isolates; no diagnostic positivity,no,no
41839908,exclude,none,genomics and AMR characterization; no diagnostic content,no,no
8784573,exclude,none,molecular strain typing of epidemic; no positivity,no,no
34714686,exclude,none,vaccine Vi antibody immunogenicity only; no positivity,no,no
9776392,exclude,none,outer membrane protein characterization; molecular biology,no,no
25144185,exclude,none,host protein network pathogenesis; molecular biology,no,no
127815,exclude,none,antibiotic treatment trial; no diagnostic positivity,no,no
9848684,maybe,L1,PCR detection of S. typhi in blood; method,no,no
25504040,exclude,none,genome evolution and pseudogenisation; pure genomics,no,no
8994789,exclude,none,narrative review of MDR strains; no diagnostic content,no,no
7681853,exclude,none,polysaccharide conjugate characterization; molecular immunochemistry,no,no
614382,maybe,L1,bone marrow culture efficacy enteric fever; no abstract,no,no
37845201,exclude,none,XDR outbreak importation risk modeling; no positivity,no,no
40354029,exclude,none,single case report; genomics and AMR,no,no
2916092,exclude,none,national surveillance epidemiology; no positivity or definition,no,no
7105490,exclude,none,cellular and humoral immunity study; no diagnostic accuracy,no,no
25880671,exclude,none,in vitro honey antibacterial activity study,no,no
849559,exclude,none,outbreak treatment experience; no positivity or attack rate,no,no
6725988,maybe,L3,foodborne typhoid outbreak 80 cases; source investigation,no,no
23336199,exclude,none,incidence with AMR and PFGE typing; no positivity,no,no
1582465,include,L3,institutional outbreak; attack rate 95 of 1965,no,no
16269342,exclude,none,pili-binding peptide inhibitor; molecular biology,no,no
34582469,exclude,none,XDR resistance genes; molecular AMR basis,no,no
21085575,maybe,L3,hospital blood-culture-confirmed enteric fever burden study,no,no
51141,exclude,none,antibiotic treatment RCT; no diagnostic positivity,no,no
28606647,maybe,L1,multiplex PCR detects S. typhi in blood,no,no
22535903,maybe,L2,clinical profile of 136 culture-proven enteric fever,no,no
29616895,exclude,none,WGS ceftriaxone-resistance plasmid; molecular AMR,no,no
28785823,maybe,L3,pediatric blood-culture isolation rate; AMR trends,no,no
36284974,maybe,L3,30 suspected typhoid; 20 culture-positive; integron AMR,no,no
3781607,maybe,L1,bone marrow culture diagnosis enteric fever; no abstract,no,no
21924383,exclude,none,chronic carrier liver isolation; carriage study,no,no
9698106,exclude,none,GroEL epitope mapping; molecular biology,no,no
6968979,exclude,none,AMR susceptibility testing of isolates; no positivity,no,no
33999000,exclude,none,morbidity and mortality of confirmed typhoid; no positivity,no,no
8406706,exclude,none,MDR severity and treatment outcomes; not diagnostic features,no,no
2504837,exclude,none,non-eligible language,no,yes
2807550,exclude,none,vaccine strain construction; molecular biology,no,no
29649855,exclude,none,bacterial ghost vaccine immunology in mice,no,no
38281499,include,L3,phase 3 TCV trial; blood-culture-confirmed cases by arm,no,no
32146451,exclude,none,ESBL and XDR AMR characterization; no positivity,no,no
4602828,exclude,none,AMR of epidemic strains; R factors,no,no
34111088,exclude,none,rapid ceftriaxone-resistance test; not typhoid diagnosis,no,no
2598731,exclude,none,ofloxacin treatment trial; no diagnostic positivity,no,no
33085725,exclude,none,gallbladder carriage genomics; carrier population,no,no
7355351,maybe,L3,point-source typhoid outbreak 69 cases; epidemiologic profile,no,no
25486292,include,L3,epidemic; 2570 confirmed and suspected case-patients,no,no
40306520,maybe,L2,antigen aptasensor discriminates typhoid patients; preliminary clinical,no,no
30452445,exclude,none,cost-effectiveness modeling of RDT; economic only,no,no
18227598,maybe,L3,blood-culture yield 629 from 25953; ciprofloxacin resistance,no,no
