pmid,decision,layer,reason,citation_chase,language_exclude
34746855,exclude,none,comet assay mouse colonic mucosa,no,no
6610497,exclude,none,meningitis rapid kit typhoid mentioned,no,no
19868828,exclude,none,paratyphoid mouse virulence immunity,no,no
6152997,exclude,none,salmonellosis treatment susceptibility study,no,no
2775089,exclude,none,fowl typhoid chicken vaccine animal,no,no
40198623,exclude,none,leishmaniasis point-of-care test typhoid controls,no,no
12039673,exclude,none,leishmaniasis antigenuria typhoid controls,no,no
12718173,exclude,none,non-eligible language rus,no,yes
25147710,exclude,none,integron Salmonella infantis AMR,no,no
12146886,exclude,none,Salmonella Pullorum Gallinarum poultry detection,no,no
30983796,maybe,multiple,febrile illness Typhidot S. Typhi blood culture,no,no
28070309,include,multiple,bloodstream infection surveillance S. Typhi commonest isolate,no,no
26524875,exclude,none,non-eligible language jpn,no,yes
21043437,exclude,none,leishmaniasis biosensor typhoid mentioned,no,no
14131463,exclude,none,pig RBC antigen not typhoid,no,no
24547654,exclude,none,review non-typhoid Salmonella serovar surveillance,no,no
22040482,exclude,none,non-typhoidal Salmonella epidemiology surveillance,no,no
22966187,exclude,none,bacteriophage genome Typhimurium,no,no
788469,exclude,none,histidine operon molecular biology,no,no
19868187,exclude,none,UV light typhoid bacilli physics,no,no
39697365,exclude,none,fowl typhoid poultry Salmonella detection,no,no
35361433,exclude,none,ELISA nanobody Salmonella food detection,no,no
39502396,maybe,L3,typhoid paratyphoid surveillance incidence outbreaks reported,no,no
9548303,exclude,none,acute phase proteins typhoid vaccine stimulus,no,no
23950998,exclude,none,Salmonella effectors persistence mouse molecular,no,no
2307480,exclude,none,typhoid vaccine IgA immunology,no,no
21532194,exclude,none,in-vitro thiazole antibacterial synthesis,no,no
40975438,exclude,none,Streptomyces pigment no antimicrobial activity,no,no
